DJI_0035.JPG	46.8427165556	-91.9934553056
DJI_0021.JPG	46.8428651389	-91.9941766389
DJI_0018.JPG	46.8426070833	-91.9945598889
DJI_0024.JPG	46.8428646111	-91.9936966667
DJI_0031.JPG	46.8423714722	-91.9939535556
DJI_0026.JPG	46.84269025	-91.9939543889
DJI_0033.JPG	46.84254325	-91.9937026944
DJI_0023.JPG	46.8430380556	-91.9939230556
DJI_0032.JPG	46.8424584444	-91.9938293056
DJI_0019.JPG	46.8426906667	-91.9944272778
DJI_0022.JPG	46.8429515833	-91.9940517222
DJI_0034.JPG	46.8426292778	-91.9935786667
DJI_0030.JPG	46.8422816111	-91.9940841667
DJI_0027.JPG	46.8426053889	-91.9940827778
DJI_0029.JPG	46.8424339167	-91.9943333889
DJI_0025.JPG	46.8427738611	-91.9938259444
DJI_0020.JPG	46.8427775833	-91.9942993889
DJI_0028.JPG	46.84252125	-91.9942096111
